代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
002300,太阳电缆,5.37,-4.62,-0.26,-0.19,1.56,1.26,5.33,6170.93万,7.22亿,38.79亿,30.54
600190,ST锦港,1.65,-4.62,-0.08,0.61,1.35,1.70,4.62,3989.72万,17.79亿,29.36亿,亏损
833394,民士达,19.39,-4.62,-0.94,0.00,3.98,0.77,5.02,3764.99万,4795.38万,9.30亿,30.07
603270,金帝股份,20.62,-4.62,-1.00,0.10,6.61,0.95,5.09,9795.56万,7071.67万,14.58亿,40.60
000936,华西股份,7.63,-4.62,-0.37,-0.26,6.08,1.22,6.00,4.19亿,8.86亿,67.59亿,39.32
002655,共达电声,13.40,-4.63,-0.65,-0.15,3.88,0.94,5.91,1.91亿,3.60亿,48.23亿,61.95
688361,中科飞测,91.75,-4.63,-4.45,0.15,1.73,0.86,4.68,3.90亿,2.44亿,224.01亿,亏损
688030,山石网科,17.09,-4.63,-0.83,-0.06,3.76,0.81,7.37,1.18亿,1.80亿,30.80亿,亏损
301413,安培龙,56.81,-4.63,-2.76,-0.21,3.99,1.03,5.24,1.33亿,5751.99万,32.68亿,67.19
603057,紫燕食品,18.11,-4.63,-0.88,-0.06,10.34,1.66,6.85,1.30亿,6806.19万,12.33亿,16.12
603239,浙江仙通,13.57,-4.64,-0.66,0.07,1.84,1.45,5.83,6898.61万,2.71亿,36.74亿,21.33
600829,人民同泰,7.81,-4.64,-0.38,-0.13,3.87,0.49,6.35,1.79亿,5.80亿,45.29亿,16.49
000417,合百集团,5.96,-4.64,-0.29,0.00,3.04,0.65,6.08,1.43亿,7.79亿,46.43亿,16.70
002457,青龙管业,11.70,-4.65,-0.57,-0.09,5.00,1.18,5.13,1.99亿,3.33亿,39.00亿,25.87
688302,海创药业-U,31.40,-4.65,-1.53,-0.16,1.33,1.58,4.55,3099.46万,7272.45万,22.84亿,亏损
605298,必得科技,13.75,-4.65,-0.67,0.07,1.31,1.23,6.45,3336.89万,1.83亿,25.10亿,154.83
600078,澄星股份,5.95,-4.65,-0.29,0.00,1.40,1.40,5.61,5614.01万,6.63亿,39.42亿,亏损
301252,同星科技,28.32,-4.65,-1.38,-0.04,7.46,1.03,5.99,7098.64万,3262.50万,9.24亿,24.44
002590,万安科技,13.33,-4.65,-0.65,-0.15,2.17,1.20,5.37,1.34亿,4.56亿,60.73亿,35.16
003038,鑫铂股份,16.81,-4.65,-0.82,-0.06,1.88,1.01,5.96,5484.62万,1.69亿,28.44亿,22.58
300228,富瑞特装,6.97,-4.65,-0.34,0.00,3.11,1.20,5.33,1.22亿,5.53亿,38.57亿,24.24
603115,海星股份,12.90,-4.66,-0.63,0.00,0.98,1.53,5.84,3076.94万,2.39亿,30.86亿,22.24
300989,蕾奥规划,15.55,-4.66,-0.76,0.19,4.25,0.97,5.52,1.02亿,1.51亿,23.42亿,亏损
688025,杰普特,48.68,-4.66,-2.38,-0.04,1.65,1.00,6.13,7810.59万,9504.94万,46.27亿,33.60
600784,鲁银投资,5.93,-4.66,-0.29,-0.17,1.79,1.32,4.82,6136.59万,5.68亿,33.69亿,11.82
832089,禾昌聚合,12.27,-4.66,-0.60,0.00,1.86,0.61,6.22,2195.47万,9350.08万,11.47亿,15.23
603171,税友股份,31.90,-4.66,-1.56,0.00,0.89,0.99,6.40,1.17亿,4.06亿,129.48亿,83.94
301069,凯盛新材,15.95,-4.66,-0.78,0.00,1.71,0.93,6.10,1.09亿,3.92亿,62.52亿,96.31
300405,科隆股份,5.11,-4.66,-0.25,1.59,9.83,1.32,8.96,1.08亿,2.19亿,11.18亿,亏损
300683,海特生物,24.52,-4.67,-1.20,-0.12,1.34,1.14,5.09,4078.02万,1.22亿,29.93亿,亏损
000850,华茂股份,4.29,-4.67,-0.21,-0.23,2.00,1.08,5.11,8251.91万,9.43亿,40.47亿,19.96
688399,硕世生物,65.71,-4.67,-3.22,0.00,1.27,1.65,6.53,4790.78万,5667.01万,37.24亿,103.00
301509,金凯生科,26.92,-4.67,-1.32,0.07,3.25,1.03,4.99,5035.56万,5674.09万,15.27亿,61.89
300485,赛升药业,7.34,-4.67,-0.36,0.00,2.08,1.33,6.49,4256.82万,2.74亿,20.10亿,亏损
600376,首开股份,2.65,-4.68,-0.13,0.00,1.15,1.04,5.40,7999.10万,25.80亿,68.36亿,亏损
002536,飞龙股份,11.62,-4.68,-0.57,0.00,2.80,0.90,4.76,1.78亿,5.37亿,62.34亿,18.79
300103,达刚控股,6.93,-4.68,-0.34,0.00,3.15,0.67,6.05,7027.47万,3.17亿,21.99亿,亏损
603602,纵横通信,16.10,-4.68,-0.79,0.00,5.25,0.97,8.88,1.99亿,2.27亿,36.59亿,129.53
603282,亚光股份,15.08,-4.68,-0.74,0.00,2.74,1.24,6.57,2712.51万,6418.45万,9.68亿,19.21
301418,协昌科技,35.05,-4.68,-1.72,-0.11,4.97,1.29,5.71,5256.39万,2943.63万,10.32亿,50.80
603063,禾望电气,19.14,-4.68,-0.94,0.00,2.53,0.69,7.02,2.20亿,4.44亿,84.97亿,25.16
301220,亚香股份,32.58,-4.68,-1.60,-0.03,2.96,0.73,4.94,4610.72万,4711.00万,15.35亿,43.74
000605,渤海股份,7.94,-4.68,-0.39,0.25,4.79,0.97,6.24,1.28亿,3.33亿,26.41亿,173.67
603726,朗迪集团,15.66,-4.69,-0.77,-0.06,2.68,1.19,8.82,7934.20万,1.84亿,28.81亿,16.40
300399,天利科技,29.49,-4.69,-1.45,-0.03,14.13,0.90,9.54,8.72亿,1.98亿,58.27亿,亏损
688066,航天宏图,21.55,-4.69,-1.06,-0.19,3.16,0.84,5.48,1.80亿,2.61亿,56.31亿,亏损
600113,浙江东日,14.02,-4.69,-0.69,0.00,1.81,1.30,7.41,1.07亿,4.11亿,57.68亿,42.08
301030,仕净科技,25.18,-4.69,-1.24,-0.04,2.38,0.87,5.38,1.04亿,1.71亿,43.02亿,26.46
301077,星华新材,24.37,-4.69,-1.20,0.08,3.95,0.84,5.91,4202.63万,4287.00万,10.45亿,20.71
301332,德尔玛,10.56,-4.69,-0.52,0.00,2.34,1.03,5.50,6659.88万,2.65亿,27.97亿,35.16
605339,南侨食品,17.45,-4.70,-0.86,0.00,0.42,0.87,4.75,3192.80万,4.24亿,74.04亿,36.95
600568,ST中珠,1.42,-4.70,-0.07,0.00,0.86,1.30,4.70,2055.70万,16.69亿,23.70亿,亏损
600067,冠城新材,2.84,-4.70,-0.14,0.00,1.56,1.10,5.71,6254.84万,13.92亿,39.52亿,亏损
603159,上海亚虹,15.21,-4.70,-0.75,-0.52,2.38,0.77,9.90,5282.40万,1.40亿,21.29亿,86.97
300939,秋田微,34.40,-4.71,-1.70,-0.06,3.98,0.88,6.21,1.68亿,1.20亿,41.28亿,42.35
601188,龙江交通,3.64,-4.71,-0.18,0.00,2.73,0.80,7.85,1.34亿,13.16亿,47.90亿,24.09
300678,中科信息,39.63,-4.71,-1.96,0.00,5.57,0.77,5.34,6.44亿,2.86亿,113.16亿,1423.45
002387,维信诺,9.30,-4.71,-0.46,-0.43,2.04,0.84,4.82,2.69亿,13.95亿,129.72亿,亏损
000026,飞亚达,10.51,-4.71,-0.52,0.00,1.94,1.23,5.89,7540.14万,3.63亿,38.12亿,16.18
300470,中密控股,38.00,-4.71,-1.88,-0.13,4.15,1.00,5.92,3.09亿,1.93亿,73.36亿,21.90
603662,柯力传感,68.70,-4.72,-3.40,-0.03,10.48,0.73,4.73,20.50亿,2.81亿,192.93亿,76.13
000096,广聚能源,12.12,-4.72,-0.60,0.08,1.60,0.83,6.29,1.02亿,5.11亿,61.91亿,71.73
600316,洪都航空,30.30,-4.72,-1.50,0.00,1.37,1.23,4.78,3.03亿,7.17亿,217.29亿,1146.07
000851,ST高鸿,3.43,-4.72,-0.17,0.29,2.77,1.42,7.50,1.10亿,11.32亿,38.83亿,亏损
605338,巴比食品,17.75,-4.72,-0.88,0.06,1.56,0.60,5.15,6972.49万,2.48亿,44.02亿,16.98
603378,亚士创能,7.26,-4.72,-0.36,0.00,3.79,1.14,5.25,1.21亿,4.29亿,31.12亿,亏损
603697,有友食品,10.28,-4.73,-0.51,0.29,1.94,1.04,5.56,8662.98万,4.28亿,43.97亿,27.20
000055,方大集团,4.03,-4.73,-0.20,0.00,2.12,1.34,6.15,5863.77万,6.76亿,27.24亿,21.68
600962,国投中鲁,13.90,-4.73,-0.69,-0.36,1.11,0.92,4.25,4103.19万,2.62亿,36.45亿,3140.05
688070,纵横股份,35.86,-4.73,-1.78,0.00,1.25,1.32,5.21,3954.60万,8758.00万,31.41亿,亏损
001376,百通能源,14.70,-4.73,-0.73,0.00,6.86,0.74,5.96,2.21亿,2.15亿,31.60亿,34.08
002943,宇晶股份,20.33,-4.73,-1.01,-0.05,4.43,1.27,6.37,1.13亿,1.21亿,24.61亿,98.02
688179,阿拉丁,15.09,-4.74,-0.75,-0.33,0.90,0.92,5.87,3831.64万,2.77亿,41.86亿,43.26
002141,*ST贤丰,1.81,-4.74,-0.09,0.00,1.57,0.63,5.26,2991.80万,10.33亿,18.70亿,877.85
688291,金橙子,20.71,-4.74,-1.03,0.10,2.95,0.96,7.36,2090.52万,3366.67万,6.97亿,58.03
300690,双一科技,22.51,-4.74,-1.12,-0.18,4.07,0.97,5.08,1.03亿,1.10亿,24.79亿,43.50
603327,福蓉科技,12.66,-4.74,-0.63,-0.08,1.37,1.14,5.49,1.36亿,7.68亿,97.24亿,51.27
603107,上海汽配,17.68,-4.74,-0.88,-0.11,3.81,0.60,5.12,1.50亿,2.18亿,38.57亿,33.21
688378,奥来德,22.70,-4.74,-1.13,0.00,2.23,0.80,6.71,1.04亿,2.01亿,45.68亿,35.00
873703,广厦环能,22.50,-4.74,-1.12,0.00,2.10,0.58,5.93,1430.32万,2937.20万,6.61亿,14.87
300882,万胜智能,15.87,-4.74,-0.79,-0.06,1.41,1.03,5.88,6062.52万,2.66亿,42.27亿,31.58
603182,嘉华股份,11.84,-4.75,-0.59,-0.08,2.44,1.12,5.79,2724.95万,9307.87万,11.02亿,19.11
601121,宝地矿业,6.62,-4.75,-0.33,0.15,4.06,1.27,7.91,1.04亿,3.80亿,25.16亿,23.29
300226,上海钢联,23.27,-4.75,-1.16,0.04,3.74,1.08,5.24,2.72亿,3.06亿,71.31亿,43.75
300613,富瀚微,62.35,-4.75,-3.11,0.10,9.98,0.88,6.19,13.73亿,2.18亿,136.14亿,58.32
301322,绿通科技,23.45,-4.75,-1.17,0.00,1.50,0.98,4.87,3489.88万,9731.77万,22.82亿,20.57
603201,常润股份,17.23,-4.75,-0.86,-0.41,2.80,0.92,6.08,3188.60万,6475.93万,11.16亿,13.35
300109,新开源,16.01,-4.76,-0.80,0.13,3.82,0.93,6.72,2.79亿,4.48亿,71.78亿,18.70
300642,透景生命,14.81,-4.76,-0.74,0.07,2.82,1.16,6.11,5863.13万,1.38亿,20.39亿,74.23
688167,炬光科技,61.82,-4.76,-3.09,0.02,3.87,0.92,4.98,1.68亿,6878.17万,42.52亿,亏损
300293,蓝英装备,25.01,-4.76,-1.25,-0.04,3.95,0.91,5.67,2.83亿,2.80亿,70.11亿,亏损
002310,*ST东园,2.00,-4.76,-0.10,0.00,3.13,1.43,3.33,1.69亿,26.85亿,53.70亿,亏损
002669,康达新材,9.60,-4.76,-0.48,-0.31,4.02,0.68,6.94,1.19亿,3.02亿,28.96亿,亏损
836221,易实精密,15.79,-4.76,-0.79,0.00,3.16,0.83,7.36,2139.48万,4127.42万,6.52亿,24.89
603800,洪田股份,24.58,-4.77,-1.23,0.00,1.72,0.96,6.20,9028.47万,2.08亿,51.13亿,45.03
301086,鸿富瀚,50.14,-4.77,-2.51,-0.04,4.41,0.67,5.89,7327.41万,3249.68万,16.29亿,30.76
600120,浙江东方,4.99,-4.77,-0.25,0.00,2.33,0.70,4.77,4.03亿,34.15亿,170.43亿,30.56
600830,香溢融通,10.77,-4.78,-0.54,-0.09,3.22,1.19,5.66,1.61亿,4.54亿,48.93亿,64.07
833230,欧康医药,15.54,-4.78,-0.78,0.00,4.70,1.12,7.41,2567.84万,3392.18万,5.27亿,46.12
301325,曼恩斯特,45.82,-4.78,-2.30,-0.02,4.99,0.91,4.92,1.35亿,5789.47万,26.53亿,77.07
300873,海晨股份,17.33,-4.78,-0.87,0.00,1.82,0.83,5.28,5450.23万,1.69亿,29.33亿,13.74
688602,康鹏科技,7.17,-4.78,-0.36,-0.14,1.58,0.96,5.58,2941.87万,2.55亿,18.28亿,亏损
300290,荣科科技,20.30,-4.78,-1.02,-0.10,4.30,0.78,6.66,5.71亿,6.39亿,129.76亿,亏损
920002,万达轴承,66.88,-4.78,-3.36,0.00,9.97,0.83,6.79,3939.85万,575.00万,3.85亿,36.20
603012,创力集团,5.37,-4.79,-0.27,0.19,2.33,0.64,5.85,8237.13万,6.46亿,34.72亿,18.35
300200,高盟新材,8.55,-4.79,-0.43,0.00,1.55,1.14,5.79,5688.59万,4.23亿,36.20亿,25.01
605011,杭州热电,22.87,-4.79,-1.15,-0.04,1.60,0.85,5.62,1.49亿,4.00亿,91.50亿,40.60
688079,美迪凯,9.34,-4.79,-0.47,0.00,1.83,1.12,7.85,6974.77万,3.98亿,37.17亿,亏损
301292,海科新源,13.71,-4.79,-0.69,0.00,2.62,1.29,5.69,3096.83万,8462.13万,11.60亿,亏损
835670,数字人,17.88,-4.79,-0.90,0.00,4.65,0.62,6.02,5606.11万,6632.84万,11.86亿,亏损
603613,国联股份,27.22,-4.79,-1.37,0.11,3.78,1.37,4.65,7.53亿,7.21亿,196.13亿,13.13
300629,新劲刚,21.85,-4.79,-1.10,0.00,3.71,1.17,5.88,1.74亿,2.12亿,46.24亿,36.55
301379,天山电子,20.64,-4.80,-1.04,0.00,4.66,0.65,6.37,9171.52万,9342.55万,19.28亿,20.96
688107,安路科技,31.16,-4.80,-1.57,0.29,1.37,1.00,6.54,1.74亿,4.01亿,124.90亿,亏损
301158,德石股份,13.89,-4.80,-0.70,0.07,3.46,1.18,6.65,3934.60万,8013.82万,11.13亿,24.57
301626,苏州天脉,96.55,-4.80,-4.87,-0.01,8.33,1.49,6.30,1.79亿,2199.23万,21.23亿,59.66
002029,七 匹 狼,6.54,-4.80,-0.33,0.31,2.80,0.92,4.80,1.24亿,6.65亿,43.52亿,14.68
300424,航新科技,16.25,-4.80,-0.82,-0.06,3.29,0.88,5.27,1.30亿,2.39亿,38.89亿,153.78
600724,宁波富达,6.34,-4.80,-0.32,0.00,2.16,0.64,6.76,2.01亿,14.45亿,91.61亿,42.95
600083,*ST博信,1.98,-4.81,-0.10,0.00,4.23,0.87,4.81,1932.80万,2.28亿,4.51亿,亏损
300280,紫天科技,21.56,-4.81,-1.09,-0.05,18.87,0.55,9.93,6.71亿,1.60亿,34.60亿,309.54
000711,*ST京蓝,1.78,-4.81,-0.09,0.00,2.36,1.02,3.21,6743.93万,15.92亿,28.34亿,亏损
002750,*ST龙津,2.57,-4.82,-0.13,0.00,2.43,1.14,4.44,2527.37万,3.99亿,10.25亿,亏损
001299,美能能源,12.45,-4.82,-0.63,-0.08,4.90,1.24,5.43,3194.04万,5126.54万,6.38亿,32.08
001206,依依股份,16.40,-4.82,-0.83,-0.12,4.30,0.99,5.40,7597.26万,1.06亿,17.44亿,15.07
002983,芯瑞达,20.15,-4.82,-1.02,0.00,2.22,1.22,6.09,5875.10万,1.28亿,25.81亿,45.01
603586,金麒麟,14.41,-4.82,-0.73,0.21,2.26,1.01,5.48,6518.81万,1.96亿,28.25亿,31.08
600588,用友网络,12.04,-4.82,-0.61,-0.08,1.01,0.86,5.61,4.21亿,34.17亿,411.41亿,亏损
003018,金富科技,9.47,-4.82,-0.48,0.42,3.01,1.29,6.43,3867.76万,1.33亿,12.57亿,15.92
688081,兴图新科,15.98,-4.82,-0.81,0.13,3.71,1.23,7.56,6283.31万,1.03亿,16.47亿,亏损
002703,浙江世宝,11.64,-4.82,-0.59,-0.09,2.55,1.16,5.23,1.77亿,5.86亿,68.22亿,64.13
605500,森林包装,7.10,-4.83,-0.36,0.00,0.71,0.96,6.17,2129.03万,4.14亿,29.42亿,16.30
600558,大西洋,4.14,-4.83,-0.21,0.00,1.98,0.92,5.06,7495.52万,8.98亿,37.16亿,32.34
300577,开润股份,24.05,-4.83,-1.22,0.00,3.72,0.61,7.76,1.27亿,1.40亿,33.73亿,13.49
605266,健之佳,24.83,-4.83,-1.26,0.00,2.53,0.55,4.79,8966.74万,1.41亿,34.94亿,28.93
002489,浙江永强,3.35,-4.83,-0.17,0.00,2.55,0.61,6.25,1.66亿,19.13亿,64.09亿,11.18
600136,ST明诚,1.97,-4.83,-0.10,0.00,0.58,1.48,4.35,2259.59万,19.43亿,38.28亿,亏损
000669,ST金鸿,1.97,-4.83,-0.10,0.00,2.17,0.90,5.80,2959.16万,6.80亿,13.40亿,亏损
002790,瑞尔特,7.68,-4.83,-0.39,0.00,2.62,1.33,5.82,5313.83万,2.61亿,20.02亿,19.05
002198,嘉应制药,6.89,-4.83,-0.35,0.00,4.47,0.82,5.25,1.58亿,5.07亿,34.97亿,912.72
920118,太湖远大,25.39,-4.83,-1.29,0.00,3.50,0.74,6.26,1251.09万,1379.50万,3.50亿,20.91
838701,豪声电子,27.35,-4.84,-1.39,0.00,3.72,0.66,6.33,2547.54万,2450.10万,6.70亿,12.84
300915,海融科技,32.84,-4.84,-1.67,-0.03,3.01,0.80,5.25,4118.18万,4100.55万,13.47亿,25.33
688500,慧辰股份,39.30,-4.84,-2.00,0.77,3.38,1.40,9.81,1.01亿,7427.45万,29.19亿,亏损
688320,禾川科技,48.90,-4.84,-2.49,-0.08,9.04,0.61,5.96,4.75亿,1.06亿,51.63亿,亏损
603377,ST东时,2.16,-4.85,-0.11,0.00,2.04,1.61,3.52,3200.88万,7.21亿,15.57亿,亏损
300455,航天智装,13.55,-4.85,-0.69,-0.22,1.60,1.03,5.62,1.57亿,7.09亿,96.02亿,264.41
301259,艾布鲁,45.94,-4.85,-2.34,-0.17,4.17,0.91,7.85,1.60亿,8136.98万,37.38亿,亏损
300539,横河精密,11.19,-4.85,-0.57,-0.09,2.73,1.11,5.87,5314.09万,1.71亿,19.17亿,76.94
603637,镇海股份,8.44,-4.85,-0.43,0.00,4.37,0.83,5.64,9011.29万,2.39亿,20.15亿,26.89
603388,ST元成,3.14,-4.85,-0.16,0.00,1.93,0.49,4.24,1998.24万,3.26亿,10.23亿,亏损
688623,双元科技,56.30,-4.85,-2.87,0.00,1.73,1.65,4.92,1661.18万,1665.69万,9.38亿,36.08
002586,*ST围海,2.55,-4.85,-0.13,0.00,0.98,0.99,4.48,2262.24万,8.97亿,22.87亿,亏损
603200,上海洗霸,22.35,-4.85,-1.14,0.00,2.64,0.77,6.17,1.06亿,1.75亿,39.22亿,60.77
300622,博士眼镜,54.30,-4.85,-2.77,0.07,27.70,0.85,9.71,18.13亿,1.16亿,63.21亿,85.52
300990,同飞股份,38.80,-4.86,-1.98,-0.23,5.68,0.96,9.93,1.75亿,7738.39万,30.02亿,70.51
002646,天佑德酒,10.58,-4.86,-0.54,-0.66,2.69,0.58,5.31,1.39亿,4.76亿,50.40亿,66.58
301317,鑫磊股份,21.75,-4.86,-1.11,0.09,4.09,0.96,6.47,4097.21万,4480.00万,9.74亿,71.85
301622,英思特,64.04,-4.86,-3.27,0.02,17.93,0.98,5.57,3.25亿,2748.81万,17.60亿,40.49
600225,*ST卓朗,1.37,-4.86,-0.07,0.00,0.12,0.08,--,546.84万,34.09亿,46.70亿,亏损
300456,赛微电子,18.79,-4.86,-0.96,0.00,3.64,1.08,4.96,4.14亿,5.93亿,111.52亿,亏损
600671,ST目药,9.00,-4.86,-0.46,0.00,0.76,0.77,4.23,843.56万,1.22亿,10.95亿,亏损
837748,路桥信息,21.71,-4.86,-1.11,0.00,1.26,0.70,6.13,1765.98万,6234.76万,13.54亿,亏损
600158,中体产业,8.60,-4.87,-0.44,-0.12,5.72,0.46,5.09,4.80亿,9.60亿,82.52亿,267.19
603587,地素时尚,12.70,-4.87,-0.65,-0.08,2.76,0.48,4.27,1.69亿,4.74亿,60.21亿,16.29
603511,爱慕股份,12.70,-4.87,-0.65,0.00,0.70,0.62,4.57,3622.87万,4.02亿,51.04亿,27.41
603579,荣泰健康,14.65,-4.87,-0.75,0.00,1.84,0.81,6.69,4868.88万,1.77亿,25.99亿,13.68
301505,苏州规划,25.39,-4.87,-1.30,-0.04,3.61,1.02,6.00,5440.59万,5818.10万,14.77亿,100.77
002424,ST百灵,3.71,-4.87,-0.19,0.00,2.95,2.02,5.64,1.35亿,12.13亿,45.01亿,44.08
830799,艾融软件,55.42,-4.88,-2.84,0.00,4.21,0.75,7.72,2.92亿,1.21亿,66.89亿,203.14
603879,ST永悦,3.51,-4.88,-0.18,0.00,1.60,0.72,4.61,2032.57万,3.59亿,12.61亿,亏损
600315,上海家化,17.55,-4.88,-0.90,0.00,1.37,1.09,4.66,1.64亿,6.72亿,117.98亿,54.38
002425,ST凯文,2.34,-4.88,-0.12,0.00,2.97,0.79,4.47,6708.48万,9.56亿,22.37亿,亏损
001298,好上好,25.90,-4.88,-1.33,0.00,4.51,1.09,5.36,1.27亿,1.06亿,27.52亿,131.19
300121,阳谷华泰,12.27,-4.88,-0.63,-0.08,3.40,1.23,5.04,1.84亿,4.32亿,53.07亿,22.32
605122,四方新材,10.71,-4.88,-0.55,-0.09,1.43,1.08,4.97,2684.27万,1.72亿,18.46亿,127.28
002886,沃特股份,16.16,-4.88,-0.83,-0.06,6.88,0.88,5.53,2.35亿,2.08亿,33.64亿,127.25
001308,康冠科技,25.66,-4.89,-1.32,-0.19,23.03,2.10,4.37,4.60亿,7724.38万,19.82亿,23.69
603822,嘉澳环保,52.86,-4.89,-2.72,3.10,2.48,1.16,8.04,1.01亿,7682.59万,40.61亿,亏损
603797,联泰环保,4.08,-4.89,-0.21,0.00,1.59,1.03,5.36,3838.18万,5.84亿,23.83亿,10.73
300204,舒泰神,7.57,-4.90,-0.39,0.00,1.54,1.16,4.77,5604.71万,4.72亿,35.70亿,亏损
003008,开普检测,18.63,-4.90,-0.96,0.00,2.60,1.23,5.36,3837.86万,7784.83万,14.50亿,25.96
002592,ST八菱,4.85,-4.90,-0.25,0.00,2.35,1.13,4.51,3026.83万,2.63亿,12.74亿,20.16
836675,秉扬科技,8.73,-4.90,-0.45,0.00,1.06,0.59,5.56,750.01万,7855.49万,6.86亿,22.46
001219,青岛食品,13.77,-4.90,-0.71,0.15,3.69,0.79,5.87,9806.64万,1.90亿,26.14亿,23.25
871857,泓禧科技,16.09,-4.91,-0.83,0.00,0.95,0.88,7.51,1180.63万,7400.72万,11.91亿,66.81
002553,南方精工,13.57,-4.91,-0.70,-0.07,8.37,0.86,6.59,2.90亿,2.51亿,34.03亿,76.32
838810,春光药装,9.69,-4.91,-0.50,0.00,2.08,0.63,8.54,912.11万,4457.68万,4.32亿,亏损
600191,华资实业,6.20,-4.91,-0.32,-0.16,1.57,1.14,5.21,4817.85万,4.85亿,30.07亿,51.95
300718,长盛轴承,18.60,-4.91,-0.96,-0.22,4.40,0.90,5.42,1.61亿,1.94亿,36.06亿,24.64
300219,鸿利智汇,7.75,-4.91,-0.40,0.00,3.04,0.86,6.01,1.69亿,7.07亿,54.76亿,45.04
300376,ST易事特,3.68,-4.91,-0.19,-0.81,1.12,1.86,6.98,9861.00万,23.27亿,85.65亿,31.19
603363,*ST傲农,3.68,-4.91,-0.19,0.00,2.84,1.38,5.43,7875.36万,7.37亿,27.14亿,亏损
301160,翔楼新材,60.78,-4.91,-3.14,-0.08,6.45,0.94,7.35,1.73亿,4318.82万,26.25亿,26.29
002490,ST墨龙,2.71,-4.91,-0.14,0.00,2.51,1.04,4.56,3725.44万,5.42亿,14.68亿,24.80
000889,ST中嘉,2.71,-4.91,-0.14,0.00,3.09,0.87,4.21,7329.49万,8.70亿,23.57亿,亏损
002054,德美化工,6.00,-4.91,-0.31,0.00,3.93,0.61,7.13,9227.71万,3.83亿,22.97亿,41.06
603222,济民健康,7.16,-4.91,-0.37,0.00,1.99,0.86,5.05,7620.01万,5.25亿,37.60亿,99.23
600419,天润乳业,9.48,-4.92,-0.49,0.00,2.79,1.02,5.32,8642.57万,3.20亿,30.35亿,102.23
000901,航天科技,11.41,-4.92,-0.59,-0.18,2.48,1.09,5.08,2.30亿,7.98亿,91.07亿,亏损
000402,金 融 街,3.48,-4.92,-0.18,0.00,1.63,0.94,5.46,1.71亿,29.88亿,103.99亿,亏损
688220,翱捷科技-U,50.82,-4.92,-2.63,0.06,4.57,0.78,4.86,5.30亿,2.25亿,114.15亿,亏损
002197,ST证通,4.25,-4.92,-0.22,0.00,2.81,1.34,5.14,6463.28万,5.34亿,22.70亿,亏损
000514,渝 开 发,4.25,-4.92,-0.22,0.00,2.17,1.08,5.37,7925.94万,8.44亿,35.86亿,亏损
000809,*ST和展,3.09,-4.92,-0.16,0.00,1.12,0.74,6.77,2907.99万,8.25亿,25.49亿,亏损
002968,新大正,9.46,-4.92,-0.49,0.11,3.04,1.47,5.93,6209.07万,2.13亿,20.19亿,15.00
300594,朗进科技,17.37,-4.93,-0.90,0.00,4.04,1.19,6.95,6477.46万,9099.81万,15.81亿,亏损
835207,众诚科技,19.49,-4.93,-1.01,0.00,5.35,0.64,5.32,5921.66万,5552.45万,10.82亿,亏损
301225,恒勃股份,27.57,-4.93,-1.43,-0.04,4.21,0.99,6.14,3568.87万,3018.00万,8.32亿,24.72
002098,浔兴股份,8.29,-4.93,-0.43,0.00,1.41,1.19,5.39,4275.49万,3.58亿,29.68亿,12.96
002636,金安国纪,8.29,-4.93,-0.43,-0.36,1.27,1.27,5.73,7768.45万,7.24亿,60.05亿,45.52
301212,联盛化学,21.59,-4.93,-1.12,-0.05,4.30,1.09,5.72,2563.95万,2700.00万,5.83亿,129.32
603963,*ST大药,2.89,-4.93,-0.15,0.00,1.81,1.02,5.59,1159.12万,2.20亿,6.35亿,亏损
300304,云意电气,8.09,-4.93,-0.42,-0.12,2.77,0.97,5.76,1.95亿,8.56亿,69.22亿,17.34
603898,好莱客,9.44,-4.93,-0.49,0.11,0.79,0.87,6.14,2378.09万,3.11亿,29.39亿,24.23
603086,先达股份,4.43,-4.94,-0.23,0.00,1.93,1.19,6.44,3786.77万,4.35亿,19.26亿,233.38
002289,ST宇顺,3.85,-4.94,-0.20,0.00,1.27,1.48,6.42,1380.60万,2.80亿,10.76亿,亏损
603569,长久物流,7.70,-4.94,-0.40,-0.13,1.81,0.92,5.56,8589.82万,6.04亿,46.47亿,56.97
300575,中旗股份,6.35,-4.94,-0.33,0.32,2.80,1.14,5.69,6225.29万,3.43亿,21.77亿,83.47
600360,ST华微,4.81,-4.94,-0.25,0.00,2.94,1.45,4.35,1.38亿,9.60亿,46.19亿,34.06
002314,南山控股,2.50,-4.94,-0.13,-0.40,3.21,0.79,5.32,1.09亿,13.38亿,33.46亿,亏损
300351,永贵电器,18.27,-4.94,-0.95,-0.11,9.43,1.74,6.50,4.62亿,2.62亿,47.85亿,52.81
603683,晶华新材,9.23,-4.94,-0.48,0.00,2.42,0.72,4.94,5889.33万,2.59亿,23.89亿,27.13
301396,宏景科技,26.34,-4.94,-1.37,-0.53,8.10,1.15,8.52,1.11亿,5094.37万,13.42亿,亏损
002951,*ST金时,6.92,-4.95,-0.36,0.00,0.29,1.59,4.95,822.01万,4.05亿,28.03亿,亏损
603297,永新光学,89.19,-4.95,-4.64,0.00,2.27,0.69,5.95,2.29亿,1.11亿,98.76亿,53.01
301486,致尚科技,44.97,-4.95,-2.34,-0.02,6.06,0.91,8.29,2.03亿,7199.31万,32.38亿,72.69
